NRO;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION;
19;U070312462222;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
20;U070312462223;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
21;U070312462224;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
22;U070312462225;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;;
23;U070312462226;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;;
24;U070312462227;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
25;U070312462228;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;;
26;U070312462229;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
27;U070312462231;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
28;U070312462232;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
29;U070312462233;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
30;U070312462235;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
31;U070312462237;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
32;U070312462238;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
33;U070312462239;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;;
34;U070312462240;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
35;U070312462241;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Movido al 232-10;
36;U141913440230;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
37;U141913440234;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
38;U141913440236;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
39;U141913440257;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
40;U141913440259;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
41;U141913440261;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
42;U141913440262;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
43;U141913440263;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
44;U141913440264;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
45;U141913440283;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
46;U141913440307;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
47;U141913440308;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
48;U141913440320;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
49;U141913440321;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
50;U141913440325;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
51;U141913440338;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
52;U141920111947;UND;ACONDICIONADOR DE AIRE AIRE ACONDICIONADO TIPO SPLIT W. WESTINGHOUSE DE 36000BTU;BUENO;;
53;U141920111948;UND;ACONDICIONADOR DE AIRE AIRE ACONDICIONADO TIPO SPLIT W. WESTINGHOUSE DE 36000BTU;BUENO;;
54;U141921712801;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
55;U141921712842;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;REGULAR;;
56;U141921713359;UND;ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.;BUENO;;
57;U141921713392;UND;ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.;BUENO;;
58;U141923910968;PZA;VENTILADOR DE TECHO.;BUENO;;
59;U141923910969;PZA;VENTILADOR DE TECHO.;BUENO;No gira;
60;U141923910970;PZA;VENTILADOR DE TECHO.;BUENO;;
61;U141924112753;UND;CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.;BUENO;;
62;U141924112763;UND;CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.;BUENO;;
63;U141924112779;UND;CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.;BUENO;Movido al 236-44;
64;U141924112797;UND;CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.;BUENO;Movido al 232-12;
65;U141924212737;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" HP";BUENO;Movido al 232-12;
66;U141924440024;PZA;RACK (P/EQ.COMPUT.) METALICO DE COLOR NEGRO.;BUENO;;
67;U141968110405;UND;CAMARA DE VIGILANCIA CAMARA IR DOMO ANTIVANDALISMO DE 700 TVL.;BUENO;;
68;U141971010817;UND;RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA, MARCA EPSON - MODELO: 83 + 2200 LUMENES.;REGULAR;Movido al 236-47;
69;U141971011207;UND;RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA EPSON MODELO BRIGHLINK 455WI+;REGULAR;;
70;U144712462067;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;Movido al 232-10;
71;U144712462070;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;Movido al 232-10;
72;U144712462071;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;"Movido al 232-10. 
Asig. 53176 (Ing. Parrado)";
73;U144712462078;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;Movido al 232-10;
74;U144712462092;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;Movido al 232-10;
75;U147168110454;UND;CAMARA DE VIGILANCIA CAMARA DE VIGILANCIA DE 700 TVL*510 H 492 PIXEL 1/3 CCD CHIP SONY;BUENO;;
1;U147160290041;UND;ANTENA ANTENA UBIQUITI AIRGRID AG-HP-5G23 23DBI, CON PROTECTOR DE LINEA UBIQUITI ETH-SP;BUENO;;
2;U147160290042;UND;ANTENA ANTENA UBIQUITI AIRGRID AG-HP-5G23 23DBI, CON PROTECTOR DE LINEA UBIQUITI ETH-SP;BUENO;;
3;U147160290043;UND;ANTENA TORRE ARRIOSTRADA MOVIBLE DE 3 METROS, DE 35 X 35CM DE ANCHO;BUENO;;
4;U147167011133;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4;BUENO;;
5;U147167011134;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4;BUENO;Movido al 236-41;
6;U147167011135;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4;BUENO;Movido al 236-Mantenimiento;
7;U147167011136;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4;BUENO;;
8;U147167011137;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE);BUENO;;
9;U147167011138;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE);BUENO;;
10;U147167011139;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE);BUENO;;
11;U147167011140;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE);BUENO;;
12;U147167011141;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE);BUENO;;
13;U147167011142;UND;EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE);BUENO;;
14;U147167011143;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2;BUENO;;
15;U147167011144;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2;BUENO;;
16;U147167011145;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2;BUENO;;
17;U147167011146;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2;BUENO;;
18;U147167011148;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;;
19;U147167011149;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;Boton reset dañado, solución reset mediante PoE;
20;U147167011150;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;;
21;U147167011151;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;Boton reset dañado, solución reset mediante PoE;
22;U147167011152;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;;
23;U147167011153;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;;
24;U147167011154;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;;
25;U147167011155;UND;EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5;BUENO;Boton reset dañado, solución reset mediante PoE;
1;U147170696483;UND;PIZARRA ACRILICA PIZARRA ACRILICA CON MARCO DE ALUMINIO DE 200X120 CM.;BUENO;;
2;U147170696484;UND;PIZARRA ACRILICA PIZARRA ACRILICA CON MARCO DE ALUMINIO DE 200X120 CM.;BUENO;Movido al 232-09;
1;U147167011393;UND;EQUIPO PARA REDES ROUTER ZYXEL MODELO AMG 1302-T10B;BUENO;;
2;U147167011394;UND;EQUIPO PARA REDES ROUTER ZOOM MODELO ADSL X7N - 5790;BUENO;;
3;U147167011395;UND;EQUIPO PARA REDES ROUTER ZOOM MODELO ADSL X7N - 5790;BUENO;;
